average_waiting_time;longest_waiting_time;longest_queue;most_left_waiting;percentage_left_waiting;average_rtt;max_rtt;avg_tram_load;lowest_tram_load;highest_tram_load;total_passengers;average_empty_time;longest_empty_time;longest_empty_time_station;total_delay_pr;total_delay_uc;punctuality
232;4119;347;347;2102,2733369098714;2707,1904;2809;138;0;420;14965;34946;36221;Kromme Rijn;109;2641;32,307693
233;3964;401;401;2078,1656266250648;2700;2700;138;0;420;15294;37222;36237;Heidelberglaan;0;1465;24,615385
219;3692;307;307;1767,4318030605455;2701,0952;2731;137;0;420;15016;34988;36266;Kromme Rijn;0;1722;26,153847
218;3629;350;350;1906,6031405180513;2696,4285;2700;137;0;420;14915;30467;36225;Heidelberglaan;75;2002;32,307693
227;3998;384;384;1935,9312282579608;2711,6997;2802;142;0;420;14933;34963;36320;Kromme Rijn;179;3404;41,26984
235;4088;373;373;2153,242955874535;2700;2700;137;0;420;15072;30478;36188;WKZ;0;1635;21,875
233;3623;303;303;2361,6391917043343;2703,5715;2775;137;0;420;15032;34969;36176;UMC;75;1960;26,153847
250;4084;404;404;2544,2208734661567;2695,7144;2750;137;0;420;15132;32751;36220;WKZ;75;1803;27,272728
231;3495;566;566;2347,9893652376204;2705,9524;2810;139;0;420;14980;32745;36293;Padualaan;185;2755;35,384617
201;3184;251;251;1354,7101691515677;2700;2700;134;0;420;14864;32746;36230;Galgenwaard;0;1331;21,875
224;3590;448;448;2105,3095572029656;2699,1426;2700;137;0;420;14920;32724;36233;Kromme Rijn;0;1948;28,787878
225;3461;351;351;2205,8020707274436;2700;2700;137;0;420;14923;34965;36295;WKZ;0;1955;25,757576
226;3709;403;403;2229,420721615359;2701,3809;2775;139;0;420;14875;37212;36216;Galgenwaard;75;2177;29,6875
209;3360;365;365;1760,0348222058528;2700,3333;2707;135;0;420;14824;37235;36212;Padualaan;0;1436;21,538462
194;3010;244;244;1213,7596899224807;2700,8572;2718;137;0;420;14824;37251;36255;Kromme Rijn;0;1687;24,615385
221;3589;346;346;1581,3369731673215;2700;2700;136;0;420;15017;32721;36278;WKZ;0;1680;24,615385
235;4045;347;347;2183,503355704698;2702,4285;2775;137;0;420;15009;34957;36228;UMC;136;2058;32,307693
238;3815;404;404;2446,190729888119;2700;2734;134;0;420;14977;37253;36351;Vaartsche Rijn;0;1457;23,076923
224;3672;322;322;1496,8425313722844;2707,4;2832;140;0;420;14856;35009;36352;WKZ;282;3155;41,26984
225;3651;307;307;2076,4891333512205;2702,7144;2751;134;0;420;14882;25968;36305;Vaartsche Rijn;0;1902;25,757576
250;3855;375;375;2591,1227495908347;2700;2700;138;0;420;15203;32735;36203;Kromme Rijn;0;1430;23,4375
243;4109;430;430;2454,3502454991817;2698,762;2700;140;0;420;15175;34954;36278;UMC;0;1951;26,153847
225;3876;329;329;1780,4188829787233;2701,1428;2724;138;0;420;15038;32740;36244;Vaartsche Rijn;0;1622;26,5625
206;3200;290;290;1725,48771556029;2700;2700;137;0;420;14859;39491;36227;Heidelberglaan;0;1874;27,692308
241;3936;418;418;2815,6437377888565;2700;2735;135;0;420;14945;32736;36212;WKZ;0;1699;24,615385
228;3783;405;405;2302,361000266028;2700;2742;137;0;420;14982;34962;36311;UMC;0;2063;27,692308
208;3125;375;375;1541,5767026522724;2702,8096;2752;138;0;420;15001;34959;36231;UMC;0;1709;23,4375
232;3561;304;304;1859,727626459144;2703,9045;2775;136;0;420;14890;32715;36244;Kromme Rijn;75;2227;29,23077
238;3888;366;366;2502,519276788088;2700;2700;138;0;420;15059;34961;36236;Galgenwaard;0;1965;26,153847
237;3666;453;453;2497,023373510022;2700,762;2735;137;0;420;15020;34954;36290;Heidelberglaan;0;1945;27,692308
209;3390;348;348;1567,74775979671;2701;2714;137;0;420;14913;34969;36302;Kromme Rijn;0;59209;22,727272
227;3811;343;343;2075,4233348827943;2700,8096;2717;139;0;420;15041;28205;36191;Kromme Rijn;0;2206;27,692308
230;3470;400;400;2311,0850479190403;2693,5715;2725;138;0;420;14837;37221;36206;UMC;80;2372;33,846153
226;3878;389;389;1683,5640940708845;2700;2700;137;0;420;15045;34969;36192;Galgenwaard;0;1877;27,272728
257;4559;456;456;2143,8935592771563;2708,1428;2808;139;0;420;15040;32739;36215;Heidelberglaan;171;2371;30,76923
194;3269;285;285;1367,4363488624053;2700;2700;135;0;420;14826;32733;36228;Vaartsche Rijn;0;1577;23,076923
241;3903;434;434;2852,7606956291743;2701,9048;2728;141;0;420;15223;34959;36268;Vaartsche Rijn;0;2294;30,76923
231;3688;464;464;2301,104417670683;2698,4285;2700;138;0;420;14920;28201;36272;UMC;0;2324;33,846153
210;3147;283;283;1724,0702271661196;2700;2700;135;0;420;14927;32736;36282;UMC;0;1177;20
220;3500;343;343;1966,8990014074122;2700;2743;138;0;420;14851;34978;36219;Galgenwaard;0;2367;30,76923
212;2703;357;357;1860,7607742631685;2680,6191;2760;134;0;420;14730;32756;36206;WKZ;872;2734;35,384617
222;3441;408;408;2378,1566758407735;2700;2775;135;0;420;14936;37214;36283;UMC;75;1626;25,757576
200;3045;326;326;1602,5521571804738;2699,3809;2700;134;0;420;14747;30462;36194;Galgenwaard;0;1241;20
210;3405;328;328;1448,7816276119902;2700;2700;136;0;420;14892;37235;36251;Padualaan;0;1194;18,75
248;4070;428;428;2590,9358485517428;2700;2759;139;0;420;14898;34972;36245;Padualaan;0;2235;27,692308
235;4036;386;386;2139,8685433541364;2700,1904;2704;136;0;420;15072;34971;36244;UMC;0;1521;21,875
202;3286;287;287;1274,3210045038898;2701,1428;2724;133;0;420;14613;34968;36282;Vaartsche Rijn;0;1705;29,23077
211;3338;324;324;1712,7609427609427;2700;2700;133;0;420;14794;34990;36266;Padualaan;0;1131;17,1875
225;3539;379;379;2247,002733880109;2699,6667;2701;136;0;420;14941;30496;36296;Heidelberglaan;0;1509;23,076923
205;3353;291;291;1363,4211403801266;2696,4285;2700;136;0;420;14928;37257;36301;Vaartsche Rijn;75;1472;23,076923